"","workclass","marital_status","occupation","relationship","race","sex","native_country","income","age","education_num","hours_per_week","capital"
"1703","Local-gov","Married","Adm-clerical","Husband","White","Male","USA","<=50K",77,13,14,3818
"1704","Private","Never-married","Other-service","Own-child","White","Female","USA","<=50K",23,10,40,4650
"1705","Private","Divorced","Sales","Not-in-family","White","Male","USA","<=50K",45,10,40,4650
"1706","Local-gov","Divorced","Prof-specialty","Not-in-family","Black","Female","Other","<=50K",50,14,30,2202
"1707","Self-emp-inc","Divorced","Prof-specialty","Unmarried","White","Male","USA",">50K",45,15,36,25236
"1708","State-gov","Divorced","Prof-specialty","Unmarried","Black","Male","USA",">50K",45,15,36,25236
"1709","Private","Never-married","Tech-support","Own-child","White","Female","USA","<=50K",28,11,36,2174
"1710","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",36,11,55,7298
"1711","Local-gov","Married","Sales","Husband","Asian-Pac-Islander","Male","Other",">50K",35,13,40,7298
"1712","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,10,40,7298
"1713","Local-gov","Widowed","Exec-managerial","Not-in-family","White","Male","USA","<=50K",71,14,20,2050
"1714","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",38,13,50,7298
"1715","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",39,6,40,2635
"1716","Private","Divorced","Adm-clerical","Not-in-family","White","Male","USA","<=50K",67,10,35,7978
"1717","Self-emp-not-inc","Married","Adm-clerical","Wife","White","Female","Other","<=50K",21,8,30,4508
"1718","Private","Divorced","Machine-op-inspct","Not-in-family","White","Female","USA","<=50K",62,9,40,2174
"1719","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",59,13,43,99999
"1720","Private","Never-married","Exec-managerial","Not-in-family","White","Female","USA",">50K",56,13,55,8614
"1721","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",33,10,21,7298
"1722","Private","Never-married","Sales","Not-in-family","White","Male","USA","<=50K",25,13,48,3325
"1723","State-gov","Never-married","Prof-specialty","Not-in-family","White","Male","USA",">50K",23,13,40,10520
"1724","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",46,10,60,3103
"1725","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,14,40,5178
"1726","Private","Married","Sales","Husband","White","Male","USA","<=50K",40,10,50,4386
"1727","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",55,14,40,7298
"1728","Self-emp-not-inc","Married","Craft-repair","Husband","Black","Male","USA","<=50K",53,9,72,3103
"1729","Private","Never-married","Machine-op-inspct","Not-in-family","White","Male","USA","<=50K",41,9,41,2174
"1730","Private","Married","Adm-clerical","Wife","White","Female","USA",">50K",28,10,32,7298
"1731","Local-gov","Divorced","Adm-clerical","Unmarried","Black","Female","USA","<=50K",67,13,35,6360
"1732","Local-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,14,50,7688
"1733","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",50,9,50,99999
"1734","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",40,15,40,99999
"1735","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",39,13,20,7688
"1736","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",52,9,40,2105
"1737","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",43,16,55,99999
"1738","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,13,55,99999
"1739","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",51,9,60,3103
"1740","Private","Married","Farming-fishing","Husband","White","Male","Other","<=50K",38,4,84,3942
"1741","State-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",39,14,38,5178
"1742","Private","Divorced","Exec-managerial","Not-in-family","White","Male","USA",">50K",45,9,50,13550
"1743","Self-emp-inc","Married","Prof-specialty","Husband","Amer-Indian-Eskimo","Male","USA","<=50K",42,10,30,2885
"1744","Self-emp-inc","Never-married","Exec-managerial","Not-in-family","White","Male","USA",">50K",51,9,40,10520
"1745","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",32,9,55,5013
"1746","Self-emp-not-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",50,9,50,7688
"1747","Private","Divorced","Tech-support","Unmarried","White","Female","USA","<=50K",32,9,38,1471
"1748","Private","Married","Machine-op-inspct","Unmarried","White","Female","Other","<=50K",36,4,40,2977
"1749","Federal-gov","Married","Farming-fishing","Husband","White","Male","USA",">50K",43,9,40,7298
"1750","Private","Married","Sales","Husband","White","Male","USA",">50K",40,9,45,7298
"1751","Self-emp-inc","Widowed","Sales","Not-in-family","White","Female","USA",">50K",68,11,50,25124
"1752","Private","Never-married","Farming-fishing","Unmarried","White","Male","USA","<=50K",24,7,40,2463
"1753","Private","Divorced","Transport-moving","Unmarried","White","Male","USA","<=50K",41,9,40,7443
"1754","Private","Married","Handlers-cleaners","Husband","Black","Male","USA",">50K",50,12,45,15024
"1755","Private","Divorced","Prof-specialty","Not-in-family","White","Male","USA",">50K",37,15,36,14084
"1756","Private","Married","Sales","Husband","White","Male","USA","<=50K",31,9,40,2829
"1757","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",28,14,35,7688
"1758","Federal-gov","Married","Adm-clerical","Husband","White","Male","USA",">50K",46,11,40,5178
"1759","Private","Married","Transport-moving","Husband","White","Male","USA",">50K",55,9,72,5178
"1760","Private","Divorced","Exec-managerial","Not-in-family","White","Female","USA",">50K",39,13,50,13550
"1761","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA",">50K",51,9,48,7298
"1762","Private","Never-married","Sales","Other-relative","White","Male","USA","<=50K",19,8,40,1055
"1763","Private","Never-married","Adm-clerical","Not-in-family","Other","Female","USA","<=50K",37,11,35,4101
"1764","Private","Never-married","Exec-managerial","Not-in-family","White","Male","USA","<=50K",38,13,45,2202
"1765","Private","Married","Exec-managerial","Husband","White","Male","Other","<=50K",34,15,50,2829
"1766","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",57,10,45,7688
"1767","Private","Married","Adm-clerical","Husband","White","Male","USA","<=50K",27,10,40,2829
"1768","Local-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",40,14,35,7298
"1769","Self-emp-inc","Married","Sales","Husband","White","Male","Other",">50K",32,13,55,7688
"1770","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",49,11,40,5013
"1771","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",49,9,40,7298
"1772","Private","Separated","Adm-clerical","Unmarried","White","Female","USA","<=50K",33,8,40,1471
"1773","Private","Married","Prof-specialty","Husband","Asian-Pac-Islander","Male","Other",">50K",31,13,48,15024
"1774","Local-gov","Married","Prof-specialty","Wife","White","Female","USA",">50K",53,14,40,15024
"1775","Private","Married","Sales","Husband","White","Male","USA",">50K",34,13,40,15024
"1776","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",44,9,50,3137
"1777","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",37,12,50,2105
"1778","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",65,13,40,99999
"1779","Private","Never-married","Adm-clerical","Own-child","White","Female","USA",">50K",33,10,30,99999
"1780","Private","Divorced","Craft-repair","Unmarried","White","Male","USA","<=50K",33,5,55,114
"1781","Private","Never-married","Other-service","Not-in-family","White","Female","USA","<=50K",28,11,35,2463
"1782","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA","<=50K",65,13,10,3818
"1783","Local-gov","Never-married","Prof-specialty","Not-in-family","White","Female","USA","<=50K",37,13,45,4865
"1784","Private","Married","Handlers-cleaners","Husband","Black","Male","USA",">50K",37,7,40,7688
"1785","Federal-gov","Married","Exec-managerial","Husband","White","Male","USA",">50K",46,13,40,15024
"1786","Self-emp-not-inc","Never-married","Other-service","Own-child","White","Female","USA","<=50K",18,7,4,594
"1787","State-gov","Married","Prof-specialty","Husband","White","Male","USA",">50K",44,15,75,15024
"1788","Federal-gov","Married","Transport-moving","Husband","White","Male","USA",">50K",51,9,40,7688
"1789","Private","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",33,10,50,6849
"1790","Private","Married","Craft-repair","Husband","White","Male","USA",">50K",45,13,40,15024
"1791","Local-gov","Married","Craft-repair","Husband","Black","Male","USA",">50K",39,12,40,7298
"1792","Private","Never-married","Farming-fishing","Unmarried","White","Male","USA","<=50K",59,4,40,4865
"1793","Private","Married","Tech-support","Husband","White","Male","USA",">50K",34,10,40,3103
"1794","Private","Divorced","Craft-repair","Unmarried","White","Male","USA","<=50K",37,9,40,1506
"1795","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",50,16,50,15024
"1796","Self-emp-not-inc","Married","Other-service","Husband","White","Male","Other","<=50K",38,9,80,3464
"1797","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",53,16,37,99999
"1798","Private","Never-married","Craft-repair","Other-relative","White","Male","Other","<=50K",24,9,40,594
"1799","Private","Married","Transport-moving","Husband","White","Male","USA","<=50K",40,11,40,2829
"1800","Local-gov","Married","Exec-managerial","Husband","White","Male","USA","<=50K",72,9,10,2290
"1801","Private","Never-married","Farming-fishing","Not-in-family","White","Male","USA","<=50K",31,9,99,2907
"1802","Private","Married","Machine-op-inspct","Husband","White","Male","USA",">50K",27,9,40,7298
"1803","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",49,15,65,15024
"1804","Self-emp-not-inc","Married","Farming-fishing","Husband","White","Male","USA","<=50K",35,11,55,3103
"1805","Private","Married","Machine-op-inspct","Wife","White","Female","Other","<=50K",50,9,40,3137
"1806","Self-emp-not-inc","Married","Craft-repair","Husband","White","Male","USA","<=50K",49,9,50,5013
"1807","Private","Never-married","Prof-specialty","Not-in-family","White","Male","USA","<=50K",43,9,40,4650
"1808","Private","Married","Sales","Husband","White","Male","USA","<=50K",30,11,40,4064
"1809","Private","Divorced","Adm-clerical","Unmarried","White","Male","USA",">50K",42,13,45,9562
"1810","Self-emp-inc","Married","Machine-op-inspct","Husband","Asian-Pac-Islander","Male","Other",">50K",54,13,40,7688
"1811","Private","Divorced","Other-service","Unmarried","Amer-Indian-Eskimo","Female","USA","<=50K",39,9,40,6849
"1812","Private","Never-married","Adm-clerical","Own-child","Black","Female","Other","<=50K",25,9,40,4416
"1813","Private","Divorced","Exec-managerial","Own-child","White","Female","USA","<=50K",36,9,40,1831
"1814","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",41,16,55,15024
"1815","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",37,13,45,7688
"1816","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",45,10,40,7298
"1817","Private","Divorced","Exec-managerial","Own-child","White","Female","USA","<=50K",29,10,40,1831
"1818","Private","Married","Farming-fishing","Husband","White","Male","Other","<=50K",41,3,40,3411
"1819","Self-emp-not-inc","Divorced","Farming-fishing","Not-in-family","White","Male","USA",">50K",39,9,50,8614
"1820","Private","Married","Exec-managerial","Husband","White","Male","Other",">50K",58,14,40,15024
"1821","Self-emp-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",44,13,65,15024
"1822","Private","Married","Prof-specialty","Wife","White","Female","USA",">50K",39,13,32,7688
"1823","Private","Married","Handlers-cleaners","Husband","White","Male","USA","<=50K",31,9,40,5013
"1824","Self-emp-inc","Married","Sales","Husband","White","Male","USA",">50K",36,10,60,15024
"1825","Self-emp-not-inc","Married","Prof-specialty","Husband","White","Male","USA",">50K",70,14,30,9386
"1826","Private","Married","Adm-clerical","Husband","White","Male","USA",">50K",76,13,50,20051
"1827","Private","Married","Craft-repair","Husband","White","Male","USA","<=50K",45,6,40,2829
"1828","Federal-gov","Married","Exec-managerial","Husband","Black","Male","USA",">50K",57,14,40,15024
"1829","Private","Married","Exec-managerial","Wife","White","Female","USA",">50K",39,15,48,15024
"1830","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",55,13,55,15024
"1831","Private","Married","Prof-specialty","Husband","White","Male","USA",">50K",30,10,40,7688
"1832","Private","Married","Machine-op-inspct","Husband","White","Male","USA","<=50K",50,9,47,3137
"1833","Private","Never-married","Adm-clerical","Not-in-family","White","Female","USA","<=50K",24,9,40,2597
"1834","Self-emp-inc","Married","Farming-fishing","Husband","White","Male","USA",">50K",83,6,50,20051
"1835","Self-emp-not-inc","Married","Sales","Husband","White","Male","USA",">50K",42,14,80,99999
"1836","Private","Separated","Other-service","Not-in-family","White","Female","USA","<=50K",38,10,72,4650
"1837","Private","Divorced","Exec-managerial","Unmarried","White","Male","USA","<=50K",39,12,40,1506
"1838","Private","Never-married","Sales","Not-in-family","White","Male","USA","<=50K",19,9,48,4101
"1839","Private","Married","Exec-managerial","Husband","White","Male","USA",">50K",42,13,45,15024
"1840","Private","Married","Farming-fishing","Husband","White","Male","USA",">50K",62,9,40,6418
"1841","Self-emp-inc","Married","Exec-managerial","Husband","White","Male","USA",">50K",47,14,55,15024
"1842","Local-gov","Married","Protective-serv","Husband","White","Male","USA",">50K",46,9,96,7688
"1843","Private","Never-married","Adm-clerical","Not-in-family","White","Male","USA",">50K",31,13,40,8614
"1844","Private","Married","Tech-support","Husband","White","Male","USA",">50K",60,11,40,7298
"1845","Private","Married","Sales","Husband","White","Male","USA","<=50K",25,10,43,2885
"1846","Private","Married","Exec-managerial","Husband","White","Male","USA","<=50K",26,9,45,3942
"1847","Private","Widowed","Transport-moving","Unmarried","Black","Male","USA","<=50K",38,6,40,114
"1848","Private","Married","Craft-repair","Husband","Black","Male","USA","<=50K",28,9,40,2829
